speaker_idx,audio_idx,sr,n_samples
0,arr_357,22050,77313
0,arr_358,22050,86504
0,arr_359,22050,54899
0,arr_360,22050,63471
0,arr_361,22050,63177
0,arr_362,22050,105955
0,arr_363,22050,90428
0,arr_364,22050,50825
0,arr_365,22050,110486
0,arr_366,22050,93535
0,arr_367,22050,66954
0,arr_368,22050,56347
0,arr_369,22050,75413
0,arr_370,22050,36970
0,arr_371,22050,84999
0,arr_372,22050,62043
0,arr_373,22050,61323
0,arr_374,22050,49667
0,arr_375,22050,63380
0,arr_376,22050,62333
0,arr_377,22050,133060
0,arr_378,22050,57030
0,arr_379,22050,95133
0,arr_380,22050,50488
0,arr_381,22050,94374
0,arr_382,22050,101136
0,arr_383,22050,96242
0,arr_384,22050,74173
0,arr_385,22050,95565
0,arr_386,22050,58480
0,arr_387,22050,125194
0,arr_388,22050,53379
0,arr_389,22050,66954
0,arr_390,22050,36970
0,arr_391,22050,113800
0,arr_392,22050,74193
0,arr_393,22050,147876
0,arr_394,22050,65379
0,arr_395,22050,71953
0,arr_396,22050,93936
0,arr_397,22050,59118
0,arr_398,22050,63177
0,arr_399,22050,92836
0,arr_400,22050,99950
0,arr_401,22050,84762
0,arr_402,22050,56551
0,arr_403,22050,82682
0,arr_404,22050,92082
0,arr_405,22050,81274
0,arr_406,22050,59962
0,arr_407,22050,87286
0,arr_408,22050,40350
0,arr_409,22050,105257
0,arr_410,22050,87187
0,arr_411,22050,87554
0,arr_412,22050,120047
0,arr_413,22050,52707
0,arr_414,22050,61323
0,arr_415,22050,120047
0,arr_416,22050,59522
0,arr_417,22050,57839
0,arr_418,22050,63899
0,arr_419,22050,104538
0,arr_420,22050,87999
0,arr_421,22050,90592
0,arr_422,22050,82682
0,arr_423,22050,59913
0,arr_424,22050,113530
0,arr_425,22050,67068
0,arr_426,22050,62472
0,arr_427,22050,66732
0,arr_428,22050,99459
0,arr_429,22050,59496
0,arr_430,22050,158112
0,arr_431,22050,43659
0,arr_432,22050,45928
0,arr_433,22050,139415
0,arr_434,22050,53989
0,arr_435,22050,73258
0,arr_436,22050,65319
0,arr_437,22050,83927
0,arr_438,22050,59118
0,arr_439,22050,115043
0,arr_440,22050,40929
0,arr_441,22050,92748
0,arr_442,22050,55752
0,arr_443,22050,167319
0,arr_444,22050,51081
0,arr_445,22050,65319
0,arr_446,22050,44328
0,arr_447,22050,89947
0,arr_448,22050,50541
0,arr_449,22050,69603
0,arr_450,22050,78248
0,arr_451,22050,89947
0,arr_452,22050,69955
0,arr_453,22050,56551
0,arr_454,22050,51245
0,arr_455,22050,61380
0,arr_456,22050,86848
0,arr_457,22050,106085
0,arr_458,22050,58030
0,arr_459,22050,99361
0,arr_460,22050,121296
0,arr_461,22050,43162
1,arr_462,22050,126155
1,arr_463,22050,64217
1,arr_464,22050,63928
1,arr_465,22050,67378
1,arr_466,22050,106682
1,arr_467,22050,62387
1,arr_468,22050,80892
1,arr_469,22050,64480
1,arr_470,22050,53673
1,arr_471,22050,60071
1,arr_472,22050,97762
1,arr_473,22050,76172
1,arr_474,22050,76613
1,arr_475,22050,46555
1,arr_476,22050,267974
1,arr_477,22050,42125
1,arr_478,22050,102178
1,arr_479,22050,182513
1,arr_480,22050,87746
1,arr_481,22050,50347
1,arr_482,22050,76698
1,arr_483,22050,59134
1,arr_484,22050,96523
1,arr_485,22050,123486
1,arr_486,22050,59424
1,arr_487,22050,77827
1,arr_488,22050,65218
1,arr_489,22050,40606
1,arr_490,22050,103481
1,arr_491,22050,140775
1,arr_492,22050,140775
1,arr_493,22050,43983
1,arr_494,22050,70426
1,arr_495,22050,50742
1,arr_496,22050,79355
1,arr_497,22050,106628
1,arr_498,22050,62214
1,arr_499,22050,133408
1,arr_500,22050,55919
1,arr_501,22050,55307
1,arr_502,22050,100019
1,arr_503,22050,112995
1,arr_504,22050,73677
1,arr_505,22050,59424
1,arr_506,22050,65903
1,arr_507,22050,103811
1,arr_508,22050,84236
1,arr_509,22050,73677
1,arr_510,22050,122654
1,arr_511,22050,112697
1,arr_512,22050,102178
1,arr_513,22050,67985
1,arr_514,22050,65581
1,arr_515,22050,62737
1,arr_516,22050,62504
1,arr_517,22050,102551
1,arr_518,22050,97762
1,arr_519,22050,86583
1,arr_520,22050,64480
1,arr_521,22050,97291
1,arr_522,22050,46745
1,arr_523,22050,73409
1,arr_524,22050,62114
1,arr_525,22050,123018
1,arr_526,22050,165824
1,arr_527,22050,90429
1,arr_528,22050,69420
1,arr_529,22050,119455
1,arr_530,22050,90400
1,arr_531,22050,95117
1,arr_532,22050,41060
1,arr_533,22050,47356
1,arr_534,22050,46000
1,arr_535,22050,61162
1,arr_536,22050,60293
1,arr_537,22050,62769
1,arr_538,22050,58461
1,arr_539,22050,67914
1,arr_540,22050,59942
1,arr_541,22050,50252
1,arr_542,22050,75904
1,arr_543,22050,107702
1,arr_544,22050,78041
1,arr_545,22050,123369
1,arr_546,22050,67963
1,arr_547,22050,72393
1,arr_548,22050,65382
1,arr_549,22050,63928
1,arr_550,22050,62254
1,arr_551,22050,62214
1,arr_552,22050,66921
1,arr_553,22050,83728
1,arr_554,22050,97020
1,arr_555,22050,119083
1,arr_556,22050,67914
1,arr_557,22050,77674
1,arr_558,22050,99615
1,arr_559,22050,95508
1,arr_560,22050,87518
1,arr_561,22050,66336
1,arr_562,22050,67913
1,arr_563,22050,63258
1,arr_564,22050,176613
1,arr_565,22050,101683
1,arr_566,22050,82379
1,arr_567,22050,72874
1,arr_568,22050,43358
1,arr_569,22050,93005
1,arr_570,22050,110578
1,arr_571,22050,67913
1,arr_572,22050,91503
1,arr_573,22050,110505
1,arr_574,22050,79355
1,arr_575,22050,96021
1,arr_576,22050,86640
1,arr_577,22050,96548
1,arr_578,22050,90147
1,arr_579,22050,67419
1,arr_580,22050,103481
1,arr_581,22050,62131
1,arr_582,22050,66336
1,arr_583,22050,98454
1,arr_584,22050,42041
1,arr_585,22050,64247
1,arr_586,22050,96523
1,arr_587,22050,61043
1,arr_588,22050,88651
1,arr_589,22050,82384
1,arr_590,22050,85402
1,arr_591,22050,167286
1,arr_592,22050,62737
1,arr_593,22050,107577
1,arr_594,22050,102109
1,arr_595,22050,76172
1,arr_596,22050,55919
1,arr_597,22050,61525
1,arr_598,22050,70426
1,arr_599,22050,48056
1,arr_600,22050,61507
1,arr_601,22050,76698
1,arr_602,22050,47356
1,arr_603,22050,48194
1,arr_604,22050,67078
1,arr_605,22050,54363
1,arr_606,22050,109623
1,arr_607,22050,61712
1,arr_608,22050,71623
1,arr_609,22050,52666
1,arr_610,22050,51856
1,arr_611,22050,61507
1,arr_612,22050,108667
1,arr_613,22050,93005
1,arr_614,22050,76820
1,arr_615,22050,59381
1,arr_616,22050,122825
1,arr_617,22050,67419
1,arr_618,22050,112995
1,arr_619,22050,122798
1,arr_620,22050,89331
1,arr_621,22050,77217
1,arr_622,22050,65825
1,arr_623,22050,56978
1,arr_624,22050,77227
1,arr_625,22050,115384
1,arr_626,22050,60615
1,arr_627,22050,62114
1,arr_628,22050,51676
1,arr_629,22050,106438
1,arr_630,22050,103680
1,arr_631,22050,101665
1,arr_632,22050,86019
1,arr_633,22050,78041
1,arr_634,22050,90007
1,arr_635,22050,65382
1,arr_636,22050,85679
1,arr_637,22050,96021
1,arr_638,22050,52666
1,arr_639,22050,48056
1,arr_640,22050,68937
1,arr_641,22050,108543
1,arr_642,22050,70377
1,arr_643,22050,109623
1,arr_644,22050,52604
1,arr_645,22050,67378
1,arr_646,22050,67628
1,arr_647,22050,93529
1,arr_648,22050,63588
1,arr_649,22050,74402
1,arr_650,22050,122951
1,arr_651,22050,198675
1,arr_652,22050,53519
1,arr_653,22050,170107
1,arr_654,22050,63025
1,arr_655,22050,125652
1,arr_656,22050,117787
1,arr_657,22050,220481
1,arr_658,22050,77227
1,arr_659,22050,41509
1,arr_660,22050,78433
1,arr_661,22050,59901
1,arr_662,22050,70988
1,arr_663,22050,98020
1,arr_664,22050,87746
1,arr_665,22050,65581
1,arr_666,22050,48567
1,arr_667,22050,97962
1,arr_668,22050,65086
1,arr_669,22050,59637
1,arr_670,22050,78433
1,arr_671,22050,97979
1,arr_672,22050,53935
1,arr_673,22050,62830
1,arr_674,22050,67776
1,arr_675,22050,47530
1,arr_676,22050,50086
1,arr_677,22050,90338
1,arr_678,22050,42501
1,arr_679,22050,86260
1,arr_680,22050,75097
1,arr_681,22050,58977
1,arr_682,22050,60071
1,arr_683,22050,91734
1,arr_684,22050,77827
1,arr_685,22050,63386
1,arr_686,22050,62769
1,arr_687,22050,61000
1,arr_688,22050,94135
1,arr_689,22050,88651
1,arr_690,22050,48680
1,arr_691,22050,45845
1,arr_692,22050,73686
1,arr_693,22050,63588
1,arr_694,22050,70015
1,arr_695,22050,102631
1,arr_696,22050,115041
1,arr_697,22050,116051
1,arr_698,22050,98397
1,arr_699,22050,112543
1,arr_700,22050,109854
1,arr_701,22050,86640
1,arr_702,22050,107702
1,arr_703,22050,63027
1,arr_704,22050,83730
1,arr_705,22050,103680
1,arr_706,22050,96747
1,arr_707,22050,101683
1,arr_708,22050,41509
1,arr_709,22050,47425
1,arr_710,22050,62143
1,arr_711,22050,97979
1,arr_712,22050,123684
1,arr_713,22050,133408
1,arr_714,22050,61858
1,arr_715,22050,98308
1,arr_716,22050,42041
1,arr_717,22050,110578
1,arr_718,22050,86925
1,arr_719,22050,61525
1,arr_720,22050,47139
1,arr_721,22050,74201
1,arr_722,22050,62143
1,arr_723,22050,65010
1,arr_724,22050,62830
1,arr_725,22050,47752
1,arr_726,22050,55956
1,arr_727,22050,66517
1,arr_728,22050,125734
1,arr_729,22050,44502
1,arr_730,22050,51310
1,arr_731,22050,100019
1,arr_732,22050,97965
1,arr_733,22050,80892
1,arr_734,22050,99653
1,arr_735,22050,84272
1,arr_736,22050,63143
1,arr_737,22050,84569
1,arr_738,22050,98308
1,arr_739,22050,84569
1,arr_740,22050,59231
1,arr_741,22050,81744
1,arr_742,22050,87650
1,arr_743,22050,97840
1,arr_744,22050,95029
1,arr_745,22050,68925
1,arr_746,22050,71979
1,arr_747,22050,72874
1,arr_748,22050,67751
1,arr_749,22050,93550
1,arr_750,22050,91734
1,arr_751,22050,116985
1,arr_752,22050,170107
1,arr_753,22050,61712
1,arr_754,22050,181046
1,arr_755,22050,88398
1,arr_756,22050,78975
1,arr_757,22050,48413
1,arr_758,22050,48509
1,arr_759,22050,165824
1,arr_760,22050,117357
1,arr_761,22050,55434
1,arr_762,22050,96747
1,arr_763,22050,88383
1,arr_764,22050,104350
1,arr_765,22050,102386
1,arr_766,22050,62254
1,arr_767,22050,122951
1,arr_768,22050,97099
1,arr_769,22050,70456
1,arr_770,22050,67776
1,arr_771,22050,73184
1,arr_772,22050,71083
1,arr_773,22050,76349
1,arr_774,22050,198675
1,arr_775,22050,64247
1,arr_776,22050,82122
1,arr_777,22050,95439
1,arr_778,22050,89248
1,arr_779,22050,41060
1,arr_780,22050,41506
1,arr_781,22050,41333
1,arr_782,22050,70779
1,arr_783,22050,56664
1,arr_784,22050,86260
1,arr_785,22050,61162
1,arr_786,22050,43188
1,arr_787,22050,103814
1,arr_788,22050,61043
1,arr_789,22050,61858
1,arr_790,22050,66959
1,arr_791,22050,81744
1,arr_792,22050,144335
1,arr_793,22050,70619
1,arr_794,22050,97528
1,arr_795,22050,90147
1,arr_796,22050,108637
1,arr_797,22050,170306
1,arr_798,22050,46500
1,arr_799,22050,63346
1,arr_800,22050,123684
1,arr_801,22050,122825
1,arr_802,22050,50529
1,arr_803,22050,59257
1,arr_804,22050,85037
1,arr_805,22050,85893
1,arr_806,22050,75097
1,arr_807,22050,65086
1,arr_808,22050,101056
1,arr_809,22050,78697
1,arr_810,22050,99653
1,arr_811,22050,61824
1,arr_812,22050,64217
1,arr_813,22050,95508
1,arr_814,22050,61000
1,arr_815,22050,85319
1,arr_816,22050,80474
1,arr_817,22050,103991
1,arr_818,22050,69604
1,arr_819,22050,77196
1,arr_820,22050,100386
1,arr_821,22050,40606
1,arr_822,22050,120431
1,arr_823,22050,53935
1,arr_824,22050,47530
1,arr_825,22050,64585
1,arr_826,22050,58364
1,arr_827,22050,98397
1,arr_828,22050,83681
1,arr_829,22050,69604
1,arr_830,22050,80273
1,arr_831,22050,99615
1,arr_832,22050,85893
1,arr_833,22050,76613
1,arr_834,22050,103940
1,arr_835,22050,90007
1,arr_836,22050,86917
1,arr_837,22050,95228
1,arr_838,22050,77196
1,arr_839,22050,117357
1,arr_840,22050,116051
1,arr_841,22050,65321
1,arr_842,22050,120431
1,arr_843,22050,138368
1,arr_844,22050,70015
1,arr_845,22050,69420
1,arr_846,22050,107577
1,arr_847,22050,72547
1,arr_848,22050,53519
1,arr_849,22050,85019
1,arr_850,22050,52604
1,arr_851,22050,60976
1,arr_852,22050,77217
1,arr_853,22050,74201
1,arr_854,22050,59130
1,arr_855,22050,66921
1,arr_856,22050,67751
1,arr_857,22050,59130
1,arr_858,22050,126044
1,arr_859,22050,53066
1,arr_860,22050,97962
1,arr_861,22050,108667
1,arr_862,22050,73607
1,arr_863,22050,90779
1,arr_864,22050,62903
1,arr_865,22050,55307
1,arr_866,22050,87001
1,arr_867,22050,97557
1,arr_868,22050,100386
1,arr_869,22050,79039
1,arr_870,22050,110505
1,arr_871,22050,65321
1,arr_872,22050,63346
1,arr_873,22050,85037
1,arr_874,22050,94217
1,arr_875,22050,99068
1,arr_876,22050,103814
1,arr_877,22050,101841
1,arr_878,22050,76586
1,arr_879,22050,96548
1,arr_880,22050,48567
1,arr_881,22050,53066
1,arr_882,22050,63227
1,arr_883,22050,86945
1,arr_884,22050,64585
1,arr_885,22050,87794
1,arr_886,22050,59445
1,arr_887,22050,67379
1,arr_888,22050,53947
1,arr_889,22050,47464
1,arr_890,22050,97965
1,arr_891,22050,80273
1,arr_892,22050,59134
1,arr_893,22050,123486
1,arr_894,22050,93399
1,arr_895,22050,64114
1,arr_896,22050,101841
1,arr_897,22050,97528
1,arr_898,22050,51310
1,arr_899,22050,63601
1,arr_900,22050,85019
1,arr_901,22050,63344
1,arr_902,22050,78734
1,arr_903,22050,66965
1,arr_904,22050,60976
1,arr_905,22050,181046
1,arr_906,22050,112697
1,arr_907,22050,50529
1,arr_908,22050,89123
1,arr_909,22050,101056
1,arr_910,22050,90429
1,arr_911,22050,71775
1,arr_912,22050,47464
1,arr_913,22050,89123
1,arr_914,22050,66965
1,arr_915,22050,51856
1,arr_916,22050,82335
1,arr_917,22050,89191
1,arr_918,22050,59381
1,arr_919,22050,73184
1,arr_920,22050,71697
1,arr_921,22050,63344
1,arr_922,22050,167286
1,arr_923,22050,86925
1,arr_924,22050,90338
1,arr_925,22050,74422
1,arr_926,22050,87650
1,arr_927,22050,80722
1,arr_928,22050,97291
1,arr_929,22050,103811
1,arr_930,22050,57070
1,arr_931,22050,61824
1,arr_932,22050,97307
1,arr_933,22050,89331
1,arr_934,22050,96425
1,arr_935,22050,62131
1,arr_936,22050,102109
1,arr_937,22050,46555
1,arr_938,22050,103680
1,arr_939,22050,71775
1,arr_940,22050,182513
1,arr_941,22050,82335
1,arr_942,22050,41333
1,arr_943,22050,88048
1,arr_944,22050,67078
1,arr_945,22050,115384
1,arr_946,22050,138368
1,arr_947,22050,220481
1,arr_948,22050,93225
1,arr_949,22050,91165
1,arr_950,22050,73409
1,arr_951,22050,72547
1,arr_952,22050,78975
1,arr_953,22050,72393
1,arr_954,22050,73607
1,arr_955,22050,98454
1,arr_956,22050,71083
1,arr_957,22050,71573
1,arr_958,22050,88048
1,arr_959,22050,106628
1,arr_960,22050,76820
1,arr_961,22050,65840
1,arr_962,22050,68867
1,arr_963,22050,42501
1,arr_964,22050,47139
1,arr_965,22050,84272
1,arr_966,22050,63258
1,arr_967,22050,59231
1,arr_968,22050,73926
1,arr_969,22050,107708
1,arr_970,22050,70377
1,arr_971,22050,89915
1,arr_972,22050,71697
1,arr_973,22050,86945
1,arr_974,22050,78697
1,arr_975,22050,88383
1,arr_976,22050,129909
1,arr_977,22050,74402
1,arr_978,22050,122798
1,arr_979,22050,68037
1,arr_980,22050,79039
1,arr_981,22050,99660
1,arr_982,22050,56978
1,arr_983,22050,109854
1,arr_984,22050,125734
1,arr_985,22050,63386
1,arr_986,22050,54363
1,arr_987,22050,46500
1,arr_988,22050,93225
1,arr_989,22050,43983
1,arr_990,22050,52806
1,arr_991,22050,44250
1,arr_992,22050,48509
1,arr_993,22050,82379
1,arr_994,22050,55434
1,arr_995,22050,170306
1,arr_996,22050,67379
1,arr_997,22050,70779
1,arr_998,22050,71181
1,arr_999,22050,90779
1,arr_1000,22050,63027
1,arr_1001,22050,42125
1,arr_1002,22050,65218
1,arr_1003,22050,83681
1,arr_1004,22050,80474
1,arr_1005,22050,123018
1,arr_1006,22050,95029
1,arr_1007,22050,59942
1,arr_1008,22050,129909
1,arr_1009,22050,60615
1,arr_1010,22050,101665
1,arr_1011,22050,70988
1,arr_1012,22050,78283
1,arr_1013,22050,95429
1,arr_1014,22050,107708
1,arr_1015,22050,94135
1,arr_1016,22050,83728
1,arr_1017,22050,97840
1,arr_1018,22050,176613
1,arr_1019,22050,85679
1,arr_1020,22050,65010
1,arr_1021,22050,50252
1,arr_1022,22050,66959
1,arr_1023,22050,71181
1,arr_1024,22050,106438
1,arr_1025,22050,134380
1,arr_1026,22050,108637
1,arr_1027,22050,121220
1,arr_1028,22050,116985
1,arr_1029,22050,60293
1,arr_1030,22050,98020
1,arr_1031,22050,126155
1,arr_1032,22050,71623
1,arr_1033,22050,97042
1,arr_1034,22050,59637
1,arr_1035,22050,44502
1,arr_1036,22050,76349
1,arr_1037,22050,102631
1,arr_1038,22050,73335
1,arr_1039,22050,70456
1,arr_1040,22050,62504
1,arr_1041,22050,99660
1,arr_1042,22050,58364
1,arr_1043,22050,67985
1,arr_1044,22050,84236
1,arr_1045,22050,68925
1,arr_1046,22050,97557
1,arr_1047,22050,76372
1,arr_1048,22050,73686
1,arr_1049,22050,80722
1,arr_1050,22050,70619
1,arr_1051,22050,70549
1,arr_1052,22050,97099
1,arr_1053,22050,95439
1,arr_1054,22050,115041
1,arr_1055,22050,75904
1,arr_1056,22050,73926
1,arr_1057,22050,119083
1,arr_1058,22050,58461
1,arr_1059,22050,267974
1,arr_1060,22050,46745
1,arr_1061,22050,76729
1,arr_1062,22050,56664
1,arr_1063,22050,48680
1,arr_1064,22050,87794
1,arr_1065,22050,50347
1,arr_1066,22050,65840
1,arr_1067,22050,45845
